TotalYieldStrength,TotalHardness,Temperature_K_,MolePercentNi,MolePercentFe,MolePercentCr,MolePercentAl,MolePercentTi
398.4273,1195.2819,293,21,22,15,20,22
403.9815,1211.9445,293,22,21,15,20,22
409.6399,1228.9196,293,23,20,15,20,22
415.4124,1246.2372,293,24,19,15,20,22
421.3107,1263.9321,293,25,18,15,20,22
343.3622,1030.0866,293,15,27,15,20,23
347.8023,1043.4069,293,16,26,15,20,23
352.3478,1057.0435,293,17,25,15,20,23
357.0446,1071.1338,293,18,24,15,20,23
361.9576,1085.8728,293,19,23,15,20,23
367.1738,1101.5214,293,20,22,15,20,23
372.7981,1118.3942,293,21,21,15,20,23
378.9364,1136.8093,293,22,20,15,20,23
385.6652,1156.9955,293,23,19,15,20,23
392.9992,1178.9975,293,24,18,15,20,23
400.8827,1202.6481,293,25,17,15,20,23
289.5944,868.7833,293,15,26,15,20,24
292.6139,877.8417,293,16,25,15,20,24
296.7828,890.3483,293,17,24,15,20,24
302.9869,908.9608,293,18,23,15,20,24
311.6704,935.0111,293,19,22,15,20,24
322.3031,966.9093,293,20,21,15,20,24
333.9557,1001.8671,293,21,20,15,20,24
345.9481,1037.8444,293,22,19,15,20,24
357.9232,1073.7696,293,23,18,15,20,24
369.7204,1109.1612,293,24,17,15,20,24
381.277,1143.8311,293,25,16,15,20,24
239.0969,717.2906,293,15,25,15,20,25
254.7085,764.1254,293,16,24,15,20,25
270.3181,810.9544,293,17,23,15,20,25
285.3133,855.9398,293,18,22,15,20,25
299.6415,898.9244,293,19,21,15,20,25
313.3634,940.0902,293,20,20,15,20,25
326.555,979.665,293,21,19,15,20,25
339.2846,1017.8539,293,22,18,15,20,25
351.6088,1054.8264,293,23,17,15,20,25
363.5726,1090.7177,293,24,16,15,20,25
375.2113,1125.634,293,25,15,15,20,25
336.8727,1010.6182,293,15,34,15,21,15
341.7225,1025.1676,293,16,33,15,21,15
346.6298,1039.8895,293,17,32,15,21,15
351.5993,1054.7979,293,18,31,15,21,15
356.6364,1069.9092,293,19,30,15,21,15
361.7474,1085.2422,293,20,29,15,21,15
366.9397,1100.8192,293,21,28,15,21,15
372.2221,1116.6662,293,22,27,15,21,15
377.6047,1132.8141,293,23,26,15,21,15
383.0999,1149.2996,293,24,25,15,21,15
383.9302,1151.7905,293,25,24,15,21,15
340.8063,1022.4188,293,15,33,15,21,16
345.6793,1037.0379,293,16,32,15,21,16
350.6103,1051.8308,293,17,31,15,21,16
355.6038,1066.8114,293,18,30,15,21,16
360.6651,1081.9952,293,19,29,15,21,16
365.8001,1097.4004,293,20,28,15,21,16
371.016,1113.048,293,21,27,15,21,16
376.321,1128.9629,293,22,26,15,21,16
381.4834,1144.4503,293,23,25,15,21,16
381.6194,1144.8581,293,24,24,15,21,16
381.7561,1145.2682,293,25,23,15,21,16
344.6912,1034.0735,293,15,32,15,21,17
349.5839,1048.7518,293,16,31,15,21,17
354.535,1063.6049,293,17,30,15,21,17
359.5486,1078.6458,293,18,29,15,21,17
364.6299,1093.8897,293,19,28,15,21,17
369.7847,1109.354,293,20,27,15,21,17
375.0196,1125.0589,293,21,26,15,21,17
379.2052,1137.6155,293,22,25,15,21,17
379.3339,1138.0016,293,23,24,15,21,17
379.4633,1138.3899,293,24,23,15,21,17
379.5935,1138.7805,293,25,22,15,21,17
348.5316,1045.5947,293,15,31,15,21,18
353.4413,1060.3238,293,16,30,15,21,18
358.4093,1075.2279,293,17,29,15,21,18
363.4399,1090.3198,293,18,28,15,21,18
368.538,1105.6139,293,19,27,15,21,18
373.709,1121.127,293,20,26,15,21,18
376.9517,1130.8551,293,21,25,15,21,18
377.0733,1131.2199,293,22,24,15,21,18
377.1956,1131.5868,293,23,23,15,21,18
377.3186,1131.9558,293,24,22,15,21,18
377.4423,1132.327,293,25,21,15,21,18
352.3512,1057.0536,293,15,30,15,21,19
357.2719,1071.8157,293,16,29,15,21,19
362.2501,1086.7502,293,17,28,15,21,19
367.2896,1101.8687,293,18,27,15,21,19
372.3948,1117.1843,293,19,26,15,21,19
374.7226,1124.1678,293,20,25,15,21,19
374.8373,1124.5118,293,21,24,15,21,19
374.9526,1124.8577,293,22,23,15,21,19
375.0686,1125.2057,293,23,22,15,21,19
375.1852,1125.5556,293,24,21,15,21,19
375.3025,1125.9074,293,25,20,15,21,19
356.209,1068.6269,293,15,29,15,21,20
361.1478,1083.4433,293,16,28,15,21,20
366.1445,1098.4335,293,17,27,15,21,20
371.203,1113.6089,293,18,26,15,21,20
376.3274,1128.9822,293,19,25,15,21,20
381.5227,1144.5681,293,20,24,15,21,20
386.7944,1160.3831,293,21,23,15,21,20
392.1487,1176.446,293,22,22,15,21,20
392.7886,1178.3658,293,23,21,15,21,20
391.3477,1174.0432,293,24,20,15,21,20
389.8557,1169.5672,293,25,19,15,21,20
360.0949,1080.2847,293,15,28,15,21,21
365.0574,1095.1721,293,16,27,15,21,21
370.0788,1110.2364,293,17,26,15,21,21
375.163,1125.4891,293,18,25,15,21,21
380.3145,1140.9436,293,19,24,15,21,21
385.5382,1156.6146,293,20,23,15,21,21
390.8397,1172.5192,293,21,22,15,21,21
396.2255,1188.6764,293,22,21,15,21,21
401.7028,1205.1083,293,23,20,15,21,21
407.2801,1221.8404,293,24,19,15,21,21
412.9673,1238.9019,293,25,18,15,21,21
340.6516,1021.9549,293,15,27,15,21,22
344.9517,1034.8552,293,16,26,15,21,22
349.2746,1047.8237,293,17,25,15,21,22
353.6268,1060.8804,293,18,24,15,21,22
358.0198,1074.0595,293,19,23,15,21,22
362.4732,1087.4196,293,20,22,15,21,22
367.0198,1101.0594,293,21,21,15,21,22
371.7141,1115.1424,293,22,20,15,21,22
376.6439,1129.9317,293,23,19,15,21,22
381.9415,1145.8245,293,24,18,15,21,22
387.7842,1163.3526,293,25,17,15,21,22
296.256,888.768,293,15,26,15,21,23
298.6795,896.0386,293,16,25,15,21,23
300.9109,902.7326,293,17,24,15,21,23
302.9667,908.9002,293,18,23,15,21,23
304.9558,914.8673,293,19,22,15,21,23
307.2549,921.7647,293,20,21,15,21,23
310.9218,932.7654,293,21,20,15,21,23
317.8327,953.4982,293,22,19,15,21,23
328.5917,985.775,293,23,18,15,21,23
341.4278,1024.2835,293,24,17,15,21,23
354.7542,1064.2626,293,25,16,15,21,23
242.4018,727.2055,293,15,25,15,21,24
240.2648,720.7945,293,16,24,15,21,24
237.0765,711.2296,293,17,23,15,21,24
240.8277,722.4831,293,18,22,15,21,24
258.6042,775.8125,293,19,21,15,21,24
276.82,830.4599,293,20,20,15,21,24
293.6583,880.9749,293,21,19,15,21,24
309.3266,927.9799,293,22,18,15,21,24
324.0741,972.2223,293,23,17,15,21,24
338.0868,1014.2603,293,24,16,15,21,24
351.4991,1054.4973,293,25,15,15,21,24
198.2694,594.8081,293,15,24,15,21,25
215.6392,646.9177,293,16,23,15,21,25
234.631,703.893,293,17,22,15,21,25
251.8577,755.573,293,18,21,15,21,25
267.872,803.6159,293,19,20,15,21,25
282.9811,848.9433,293,20,19,15,21,25
297.3782,892.1345,293,21,18,15,21,25
311.1936,933.5808,293,22,17,15,21,25
324.5196,973.5589,293,23,16,15,21,25
337.4232,1012.2696,293,24,15,15,21,25
349.9535,1049.8604,293,25,14,15,21,25
333.8863,1001.6588,293,15,33,15,22,15
338.6157,1015.847,293,16,32,15,22,15
343.3924,1030.1773,293,17,31,15,22,15
348.22,1044.66,293,18,30,15,22,15
353.1023,1059.307,293,19,29,15,22,15
358.044,1074.132,293,20,28,15,22,15
363.0505,1089.1514,293,21,27,15,22,15
368.128,1104.3839,293,22,26,15,22,15
373.284,1119.852,293,23,25,15,22,15
378.5276,1135.5827,293,24,24,15,22,15
383.8694,1151.6081,293,25,23,15,22,15
337.8447,1013.5342,293,15,32,15,22,16
342.6024,1027.8071,293,16,31,15,22,16
347.4086,1042.2259,293,17,30,15,22,16
352.267,1056.8009,293,18,29,15,22,16
357.1813,1071.5438,293,19,28,15,22,16
362.1561,1086.4683,293,20,27,15,22,16
367.1967,1101.5901,293,21,26,15,22,16
372.3092,1116.9276,293,22,25,15,22,16
377.5008,1132.5024,293,23,24,15,22,16
382.7801,1148.3402,293,24,23,15,22,16
388.1571,1164.4714,293,25,22,15,22,16
341.7522,1025.2565,293,15,31,15,22,17
346.534,1039.602,293,16,30,15,22,17
351.3654,1054.0961,293,17,29,15,22,17
356.2497,1068.749,293,18,28,15,22,17
361.1908,1083.5723,293,19,27,15,22,17
366.1931,1098.5793,293,20,26,15,22,17
371.2618,1113.7853,293,21,25,15,22,17
376.4027,1129.2081,293,22,24,15,22,17
381.6229,1144.8686,293,23,23,15,22,17
386.9303,1160.791,293,24,22,15,22,17
392.3348,1177.0043,293,25,21,15,22,17
345.5999,1036.7996,293,15,30,15,22,18
350.4052,1051.2156,293,16,29,15,22,18
355.2611,1065.7832,293,17,28,15,22,18
360.1707,1080.5122,293,18,27,15,22,18
365.1378,1095.4135,293,19,26,15,22,18
370.1643,1110.4929,293,20,25,15,22,18
375.2563,1125.7689,293,21,24,15,22,18
380.4206,1141.2618,293,22,23,15,22,18
385.6639,1156.9916,293,23,22,15,22,18
390.9939,1172.9816,293,24,21,15,22,18
396.4198,1189.2593,293,25,20,15,22,18
349.4437,1048.3312,293,15,29,15,22,19
354.2676,1062.8028,293,16,28,15,22,19
359.1424,1077.4271,293,17,27,15,22,19
364.0712,1092.2137,293,18,26,15,22,19
369.0578,1107.1734,293,19,25,15,22,19
374.1061,1122.3183,293,20,24,15,22,19
379.2207,1137.6621,293,21,23,15,22,19
384.4069,1153.2206,293,22,22,15,22,19
389.6706,1169.0117,293,23,21,15,22,19
395.0187,1185.0562,293,24,20,15,22,19
400.4594,1201.3782,293,25,19,15,22,19
353.3061,1059.9184,293,15,28,15,22,20
358.1542,1074.4626,293,16,27,15,22,20
363.054,1089.1621,293,17,26,15,22,20
368.0089,1104.0268,293,18,25,15,22,20
373.0226,1119.0677,293,19,24,15,22,20
378.0991,1134.2973,293,20,23,15,22,20
383.2432,1149.7297,293,21,22,15,22,20
388.4603,1165.3809,293,22,21,15,22,20
393.7564,1181.2692,293,23,20,15,22,20
399.1386,1197.4157,293,24,19,15,22,20
404.6149,1213.8448,293,25,18,15,22,20
338.1207,1014.3622,293,15,27,15,22,21
342.4399,1027.3196,293,16,26,15,22,21
346.7731,1040.3192,293,17,25,15,22,21
351.12,1053.36,293,18,24,15,22,21
355.4805,1066.4415,293,19,23,15,22,21
359.8548,1079.5644,293,20,22,15,22,21
364.244,1092.732,293,21,21,15,22,21
368.6512,1105.9536,293,22,20,15,22,21
373.0832,1119.2495,293,23,19,15,22,21
377.5543,1132.6628,293,24,18,15,22,21
382.0934,1146.2802,293,25,17,15,22,21
302.0166,906.0497,293,15,26,15,22,22
305.1809,915.5428,293,16,25,15,22,22
308.2195,924.6585,293,17,24,15,22,22
311.1037,933.311,293,18,23,15,22,22
313.7973,941.3918,293,19,22,15,22,22
316.2546,948.7639,293,20,21,15,22,22
318.4201,955.2603,293,21,20,15,22,22
320.234,960.7019,293,22,19,15,22,22
321.6697,965.0091,293,23,18,15,22,22
322.9264,968.7793,293,24,17,15,22,22
325.4153,976.246,293,25,16,15,22,22
262.3626,787.0877,293,15,25,15,22,23
263.6984,791.0951,293,16,24,15,22,23
264.5397,793.6191,293,17,23,15,22,23
264.7058,794.1175,293,18,22,15,22,23
263.8945,791.6834,293,19,21,15,22,23
261.525,784.5751,293,20,20,15,22,23
257.2601,771.7804,293,21,19,15,22,23
270.2856,810.8568,293,22,18,15,22,23
282.7296,848.1889,293,23,17,15,22,23
301.8086,905.4259,293,24,16,15,22,23
319.2117,957.6351,293,25,15,15,22,23
216.9448,650.8345,293,15,24,15,22,24
214.5979,643.7938,293,16,23,15,22,24
215.4825,646.4474,293,17,22,15,22,24
227.3979,682.1937,293,18,21,15,22,24
238.7556,716.2667,293,19,20,15,22,24
249.8327,749.4982,293,20,19,15,22,24
261.4931,784.4794,293,21,18,15,22,24
278.6253,835.876,293,22,17,15,22,24
294.5881,883.7644,293,23,16,15,22,24
309.6779,929.0338,293,24,15,15,22,24
324.0806,972.2417,293,25,14,15,22,24
196.0404,588.1212,293,15,23,15,22,25
206.2311,618.6933,293,16,22,15,22,25
216.3618,649.0855,293,17,21,15,22,25
226.5147,679.5441,293,18,20,15,22,25
239.093,717.2791,293,19,19,15,22,25
254.8767,764.6302,293,20,18,15,22,25
269.9422,809.8267,293,21,17,15,22,25
284.419,853.257,293,22,16,15,22,25
298.3989,895.1966,293,23,15,15,22,25
311.9487,935.8462,293,24,14,15,22,25
325.1178,975.3535,293,25,13,15,22,25
330.9933,992.9798,293,15,32,15,23,15
335.6129,1006.8388,293,16,31,15,23,15
340.271,1020.8131,293,17,30,15,23,15
344.9699,1034.9096,293,18,29,15,23,15
349.7121,1049.1364,293,19,28,15,23,15
354.5009,1063.5026,293,20,27,15,23,15
359.3397,1078.0191,293,21,26,15,23,15
364.2328,1092.6985,293,22,25,15,23,15
369.1853,1107.5558,293,23,24,15,23,15
374.2029,1122.6086,293,24,23,15,23,15
379.2928,1137.8784,293,25,22,15,23,15
334.9709,1004.9127,293,15,31,15,23,16
339.6229,1018.8688,293,16,30,15,23,16
344.3153,1032.9459,293,17,29,15,23,16
349.0505,1047.1514,293,18,28,15,23,16
353.8312,1061.4937,293,19,27,15,23,16
358.6607,1075.9822,293,20,26,15,23,16
363.5427,1090.628,293,21,25,15,23,16
368.4814,1105.4441,293,22,24,15,23,16
373.4818,1120.4454,293,23,23,15,23,16
378.5499,1135.6498,293,24,22,15,23,16
383.6928,1151.0785,293,25,21,15,23,16
338.838,1016.5141,293,15,30,15,23,17
343.5267,1030.5802,293,16,29,15,23,17
348.2589,1044.7766,293,17,28,15,23,17
353.037,1059.111,293,18,27,15,23,17
357.8641,1073.5923,293,19,26,15,23,17
362.7405,1088.2215,293,20,25,15,23,17
367.6582,1102.9746,293,21,24,15,23,17
372.6343,1117.9028,293,22,23,15,23,17
377.6738,1133.0213,293,23,22,15,23,17
382.7825,1148.3474,293,24,21,15,23,17
387.9673,1163.902,293,25,20,15,23,17
342.6675,1028.0024,293,15,29,15,23,18
347.3758,1042.1273,293,16,28,15,23,18
352.1278,1056.3834,293,17,27,15,23,18
356.9262,1070.7785,293,18,26,15,23,18
361.7737,1085.3211,293,19,25,15,23,18
366.6737,1100.021,293,20,24,15,23,18
371.6297,1114.8891,293,21,23,15,23,18
376.646,1129.938,293,22,22,15,23,18
381.7273,1145.182,293,23,21,15,23,18
386.8792,1160.6377,293,24,20,15,23,18
392.1081,1176.3242,293,25,19,15,23,18
346.5006,1039.5018,293,15,28,15,23,19
351.2349,1053.7048,293,16,27,15,23,19
356.0137,1068.041,293,17,26,15,23,19
360.8395,1082.5185,293,18,25,15,23,19
365.7153,1097.146,293,19,24,15,23,19
370.6445,1111.9336,293,20,23,15,23,19
375.6309,1126.8927,293,21,22,15,23,19
380.6787,1142.0361,293,22,21,15,23,19
385.7928,1157.3785,293,23,20,15,23,19
390.9789,1172.9367,293,24,19,15,23,19
396.2434,1188.7302,293,25,18,15,23,19
347.3847,1042.1542,293,15,27,15,23,20
352.209,1056.627,293,16,26,15,23,20
357.0661,1071.1982,293,17,25,15,23,20
361.9515,1085.8546,293,18,24,15,23,20
364.8876,1094.6628,293,19,23,15,23,20
365.3574,1096.0722,293,20,22,15,23,20
365.8299,1097.4896,293,21,21,15,23,20
366.305,1098.9151,293,22,20,15,23,20
370.6346,1111.9038,293,23,19,15,23,20
375.1034,1125.3103,293,24,18,15,23,20
379.5824,1138.7473,293,25,17,15,23,20
323.8782,971.6346,293,15,26,15,23,21
324.2311,972.6932,293,16,25,15,23,21
324.586,973.7579,293,17,24,15,23,21
324.9428,974.8285,293,18,23,15,23,21
325.3018,975.9053,293,19,22,15,23,21
325.6627,976.9881,293,20,21,15,23,21
326.399,979.1971,293,21,20,15,23,21
329.5132,988.5397,293,22,19,15,23,21
332.4315,997.2944,293,23,18,15,23,21
335.093,1005.279,293,24,17,15,23,21
337.4107,1012.232,293,25,16,15,23,21
284.1299,852.3896,293,15,25,15,23,22
284.3729,853.1188,293,16,24,15,23,22
284.6174,853.8522,293,17,23,15,23,22
284.8633,854.5898,293,18,22,15,23,22
285.1105,855.3315,293,19,21,15,23,22
285.7928,857.3783,293,20,20,15,23,22
287.2149,861.6447,293,21,19,15,23,22
288.0431,864.1294,293,22,18,15,23,22
288.0016,864.0048,293,23,17,15,23,22
286.5483,859.6448,293,24,16,15,23,22
298.0755,894.2264,293,25,15,15,23,22
243.7759,731.3277,293,15,24,15,23,23
243.9058,731.7173,293,16,23,15,23,23
244.0364,732.1091,293,17,22,15,23,23
244.1677,732.5032,293,18,21,15,23,23
244.1963,732.5888,293,19,20,15,23,23
243.3815,730.1444,293,20,19,15,23,23
255.418,766.2541,293,21,18,15,23,23
267.4402,802.3205,293,22,17,15,23,23
279.0555,837.1666,293,23,16,15,23,23
290.4617,871.3852,293,24,15,15,23,23
301.7882,905.3647,293,25,14,15,23,23
202.8024,608.4072,293,15,23,15,23,24
203.0277,609.0832,293,16,22,15,23,24
213.8525,641.5576,293,17,21,15,23,24
224.9592,674.8775,293,18,20,15,23,24
235.6977,707.093,293,19,19,15,23,24
246.2692,738.8077,293,20,18,15,23,24
256.7924,770.3771,293,21,17,15,23,24
267.3382,802.0145,293,22,16,15,23,24
277.9519,833.8556,293,23,15,15,23,24
288.6642,865.9925,293,24,14,15,23,24
299.4972,898.4917,293,25,13,15,23,24
193.6584,580.9751,293,15,22,15,23,25
203.4671,610.4013,293,16,21,15,23,25
213.2598,639.7793,293,17,20,15,23,25
223.0969,669.2906,293,18,19,15,23,25
233.0147,699.0441,293,19,18,15,23,25
243.0369,729.1108,293,20,17,15,23,25
253.18,759.5399,293,21,16,15,23,25
263.4562,790.3686,293,22,15,15,23,25
273.8755,821.6266,293,23,14,15,23,25
286.8042,860.4126,293,24,13,15,23,25
300.4616,901.3849,293,25,12,15,23,25
328.193,984.5789,293,15,31,15,24,15
332.7137,998.1411,293,16,30,15,24,15
337.2652,1011.7955,293,17,29,15,24,15
341.8488,1025.5464,293,18,28,15,24,15
346.4661,1039.3983,293,19,27,15,24,15
351.1189,1053.3568,293,20,26,15,24,15
355.8094,1067.4281,293,21,25,15,24,15
360.5398,1081.6195,293,22,24,15,24,15
365.3132,1095.9395,293,23,23,15,24,15
370.1328,1110.3985,293,24,22,15,24,15
375.0028,1125.0083,293,25,21,15,24,15
332.0622,996.1865,293,15,30,15,24,16
336.6329,1009.8988,293,16,29,15,24,16
341.2397,1023.7191,293,17,28,15,24,16
345.8844,1037.6533,293,18,27,15,24,16
350.5693,1051.708,293,19,26,15,24,16
355.297,1065.8911,293,20,25,15,24,16
360.054,1080.1621,293,21,24,15,24,16
364.8382,1094.5146,293,22,23,15,24,16
369.6693,1109.0079,293,23,22,15,24,16
374.5511,1123.6533,293,24,21,15,24,16
379.488,1138.4639,293,25,20,15,24,16
335.8733,1007.62,293,15,29,15,24,17
340.4659,1021.3976,293,16,28,15,24,17
345.0947,1035.2841,293,17,27,15,24,17
349.7618,1049.2853,293,18,26,15,24,17
354.4692,1063.4076,293,19,25,15,24,17
359.2194,1077.6582,293,20,24,15,24,17
364.0151,1092.0454,293,21,23,15,24,17
368.8594,1106.5783,293,22,22,15,24,17
373.7559,1121.2678,293,23,21,15,24,17
378.7087,1136.126,293,24,20,15,24,17
383.7224,1151.1672,293,25,19,15,24,17
339.6617,1018.9851,293,15,28,15,24,18
344.2843,1032.8529,293,16,27,15,24,18
348.9437,1046.8311,293,17,26,15,24,18
353.6419,1060.9256,293,18,25,15,24,18
358.381,1075.143,293,19,24,15,24,18
363.1636,1089.4908,293,20,23,15,24,18
367.9925,1103.9775,293,21,22,15,24,18
372.8709,1118.6128,293,22,21,15,24,18
377.8025,1133.4076,293,23,20,15,24,18
382.7915,1148.3746,293,24,19,15,24,18
387.8428,1163.5283,293,25,18,15,24,18
340.4037,1021.211,293,15,27,15,24,19
345.1605,1035.4815,293,16,26,15,24,19
349.9564,1049.8693,293,17,25,15,24,19
354.7934,1064.3801,293,18,24,15,24,19
359.6734,1079.0201,293,19,23,15,24,19
364.5985,1093.7956,293,20,22,15,24,19
369.5709,1108.7127,293,21,21,15,24,19
374.5921,1123.7762,293,22,20,15,24,19
379.6626,1138.9878,293,23,19,15,24,19
384.7807,1154.3422,293,24,18,15,24,19
389.9398,1169.8195,293,25,17,15,24,19
338.3615,1015.0846,293,15,26,15,24,20
343.1012,1029.3036,293,16,25,15,24,20
347.8389,1043.5168,293,17,24,15,24,20
350.8932,1052.6797,293,18,23,15,24,20
351.3246,1053.9737,293,19,22,15,24,20
351.7584,1055.2752,293,20,21,15,24,20
352.1947,1056.584,293,21,20,15,24,20
352.6334,1057.9002,293,22,19,15,24,20
353.0747,1059.224,293,23,18,15,24,20
353.5185,1060.5554,293,24,17,15,24,20
353.9648,1061.8944,293,25,16,15,24,20
310.1559,930.4676,293,15,25,15,24,21
310.4718,931.4155,293,16,24,15,24,21
310.7896,932.3688,293,17,23,15,24,21
311.1092,933.3275,293,18,22,15,24,21
311.4305,934.2916,293,19,21,15,24,21
311.7537,935.2612,293,20,20,15,24,21
312.0788,936.2364,293,21,19,15,24,21
312.4057,937.2172,293,22,18,15,24,21
312.7346,938.2037,293,23,17,15,24,21
313.0653,939.1958,293,24,16,15,24,21
313.3979,940.1937,293,25,15,15,24,21
270.0984,810.2953,293,15,24,15,24,22
270.3029,810.9086,293,16,23,15,24,22
270.5084,811.5253,293,17,22,15,24,22
270.7152,812.1457,293,18,21,15,24,22
270.9232,812.7695,293,19,20,15,24,22
271.1323,813.397,293,20,19,15,24,22
271.3427,814.028,293,21,18,15,24,22
